Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Alzheimer's Disease,C0002395,ATP6V1H,51606,Q9UI12,ATPase H+ transporting V1 subunit H,Transporter,13,0.78,0.346,0.00014523,0.01,,1,1,1,2018,2018
Alzheimer's Disease,C0002395,PPIL1,51645,Q9Y3C6,peptidylprolyl isomerase like 1,Enzyme,16,0.76,0.231,0.12108,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,ENPP2,5168,Q13822,ectonucleotide pyrophosphatase/phosphodiesterase 2,Enzyme,95,0.582,0.769,0.0027913,0.01,,1,1,0,2015,2015
Alzheimer's Disease,C0002395,ATP5MC2,517,Q06055,ATP synthase membrane subunit c locus 2,,9,0.861,0.192,0.0000074577,0.01,,1,1,0,2015,2015
Alzheimer's Disease,C0002395,GPRC5B,51704,Q9NZH0,G protein-coupled receptor class C group 5 member B,G-protein coupled receptor,13,0.805,0.385,0.024183,0.01,,1,1,0,2014,2014
Alzheimer's Disease,C0002395,PDYN,5173,P01213,prodynorphin,Signaling,197,0.535,0.577,0.00017033,0.01,,1,1,0,2007,2007
Alzheimer's Disease,C0002395,MSRB1,51734,Q9NZV6,methionine sulfoxide reductase B1,,13,0.78,0.231,0.1304,0.01,,1,1,0,2013,2013
Alzheimer's Disease,C0002395,ARID4B,51742,Q4LE39,AT-rich interaction domain 4B,Transcription factor,62,0.631,0.615,1,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,INPP5K,51763,Q9BT40,inositol polyphosphate-5-phosphatase K,Enzyme,103,0.587,0.654,0.000042264,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,PENK,5179,P01210,proenkephalin,Signaling,124,0.56,0.808,0.0002077,0.01,,1,1,0,2008,2008
Alzheimer's Disease,C0002395,PFDN5,5204,Q99471,prefoldin subunit 5,Chaperone,24,0.716,0.5,0.00056773,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,PFKFB3,5209,Q16875,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",Kinase,104,0.561,0.808,0.24579,0.01,,1,1,0,2015,2015
Alzheimer's Disease,C0002395,ATP5PF,522,P18859,ATP synthase peripheral stalk subunit F6,Transporter,26,0.716,0.538,0.006131,0.01,,1,1,0,2015,2015
Alzheimer's Disease,C0002395,PGD,5226,P52209,phosphogluconate dehydrogenase,Enzyme,86,0.576,0.769,0.98788,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,PGR,5241,P06401,progesterone receptor,Nuclear receptor,392,0.426,0.885,0.051042,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,PHB,5245,P35232,prohibitin,,177,0.511,0.846,0.7588,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,ATP6V1B2,526,P21281,ATPase H+ transporting V1 subunit B2,Transporter,101,0.606,0.577,0.99154,0.01,,1,1,0,2016,2016
Alzheimer's Disease,C0002395,SERPINE2,5270,P07093,serpin family E member 2,Enzyme modulator,87,0.592,0.692,0.7299,0.01,,1,1,0,1989,1989
Alzheimer's Disease,C0002395,SERPINI1,5274,Q99574,serpin family I member 1,Enzyme modulator,58,0.631,0.462,0.026631,0.01,,1,1,0,2006,2006
Alzheimer's Disease,C0002395,PIK3C3,5289,Q8NEB9,phosphatidylinositol 3-kinase catalytic subunit type 3,Kinase,49,0.647,0.615,0.000000000084165,0.01,,1,1,0,2010,2010
Alzheimer's Disease,C0002395,ATP6V1E1,529,P36543,ATPase H+ transporting V1 subunit E1,Transporter,105,0.61,0.769,0.528,0.01,,1,1,0,2013,2013
Alzheimer's Disease,C0002395,PIK3R1,5295,P27986,phosphoinositide-3-kinase regulatory subunit 1,Kinase,285,0.477,0.885,0.99978,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,PIK3R2,5296,O00459,phosphoinositide-3-kinase regulatory subunit 2,Enzyme modulator,120,0.551,0.808,0.016273,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,PIN4,5303,Q9Y237,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4",,6,0.861,0.231,0.71293,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,PITX2,5308,Q99697,paired like homeodomain 2,,248,0.489,0.808,0.97618,0.01,,1,1,0,2015,2015
Alzheimer's Disease,C0002395,PLAG1,5324,Q6DJT9,PLAG1 zinc finger,Transcription factor,219,0.493,0.808,0.99532,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,PLAT,5327,P00750,"plasminogen activator, tissue type",Enzyme,392,0.445,0.885,0.000056593,0.01,,1,1,0,2007,2007
Alzheimer's Disease,C0002395,PLAUR,5329,Q03405,"plasminogen activator, urokinase receptor",,147,0.536,0.731,0.0053378,0.01,,1,1,0,2002,2002
Alzheimer's Disease,C0002395,PLCL1,5334,Q15111,phospholipase C like 1 (inactive),Enzyme,69,0.608,0.654,0.012059,0.01,,1,1,0,1991,1991
Alzheimer's Disease,C0002395,LRP1B,53353,Q9NZR2,LDL receptor related protein 1B,,63,0.626,0.615,0.0000025267,0.01,,1,1,0,2015,2015
Alzheimer's Disease,C0002395,PLEK,5341,P08567,pleckstrin,Cellular structure,83,0.588,0.731,0.001067,0.01,,1,1,0,2016,2016
Alzheimer's Disease,C0002395,PLP1,5354,P60201,proteolipid protein 1,Cellular structure,160,0.543,0.769,0.92845,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,PLXNB1,5364,O43157,plexin B1,,65,0.621,0.692,0.00038291,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,PML,5371,P29590,promyelocytic leukemia,,274,0.477,0.846,0.21291,0.01,,1,1,0,2013,2013
Alzheimer's Disease,C0002395,PMM2,5373,O15305,phosphomannomutase 2,Enzyme,214,0.535,0.769,0.000000000000000014072,0.01,,1,1,0,1997,1997
Alzheimer's Disease,C0002395,PMP22,5376,Q01453,peripheral myelin protein 22,Cellular structure,341,0.471,0.885,0.90958,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,FXYD6,53826,Q9H0Q3,FXYD domain containing ion transport regulator 6,Ion channel,10,0.78,0.192,0.61886,0.01,,1,1,0,2010,2010
Alzheimer's Disease,C0002395,ATP5PO,539,P48047,ATP synthase peripheral stalk subunit OSCP,,5,0.861,0.192,0.058145,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,POLE3,54107,Q9NRF9,"DNA polymerase epsilon 3, accessory subunit",,27,0.705,0.423,0.030709,0.01,,1,1,0,2009,2009
Alzheimer's Disease,C0002395,H2BS1,54145,P57053,H2B.S histone 1,,22,0.711,0.615,,0.01,,1,1,0,2016,2016
Alzheimer's Disease,C0002395,NANS,54187,Q9NR45,N-acetylneuraminate synthase,Enzyme,153,0.545,0.692,,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,SNTG1,54212,Q9NSN8,syntrophin gamma 1,,9,0.792,0.192,0.1634,0.01,,1,1,1,2019,2019
Alzheimer's Disease,C0002395,POLG,5428,P54098,"DNA polymerase gamma, catalytic subunit",Enzyme,462,0.457,0.846,0.0000000020756,0.01,,1,1,0,2015,2015
Alzheimer's Disease,C0002395,TERF2IP,54386,Q9NYB0,TERF2 interacting protein,,126,0.548,0.731,0.000026683,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,POR,5447,P16435,cytochrome p450 oxidoreductase,,218,0.502,0.769,0.00000000034212,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,TOLLIP,54472,Q9H0E2,toll interacting protein,,40,0.65,0.462,0.081141,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,SMOX,54498,Q9NWM0,spermine oxidase,,91,0.603,0.769,0.39964,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,CPVL,54504,Q9H3G5,carboxypeptidase vitellogenic like,Enzyme,40,0.653,0.615,0.000000000033502,0.01,,1,1,0,2020,2020
Alzheimer's Disease,C0002395,CCHCR1,54535,Q8TD31,coiled-coil alpha-helical rod protein 1,,193,0.505,0.808,0.00000000000000010122,0.01,,1,1,0,2020,2020
Alzheimer's Disease,C0002395,POU3F4,5456,P49335,POU class 3 homeobox 4,,65,0.633,0.654,0.5746,0.01,,1,1,0,2015,2015
Alzheimer's Disease,C0002395,UGT1A1,54658,P22309,UDP glucuronosyltransferase family 1 member A1,,302,0.464,0.769,0.0000032577,0.01,,1,1,0,2004,2004
Alzheimer's Disease,C0002395,PDP1,54704,Q9P0J1,pyruvate dehyrogenase phosphatase catalytic subunit 1,Enzyme,45,0.691,0.462,0.45106,0.01,,1,1,0,2009,2009
Alzheimer's Disease,C0002395,PPIB,5479,P23284,peptidylprolyl isomerase B,,59,0.641,0.577,0.000047242,0.01,,1,1,0,2011,2011
Alzheimer's Disease,C0002395,TET2,54790,Q6N021,tet methylcytosine dioxygenase 2,,362,0.458,0.808,0.0000000000000000000000000000000000000000000000000000043334,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,PPIC,5480,P45877,peptidylprolyl isomerase C,,9,0.805,0.231,0.00030514,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,TRIT1,54802,Q9H3H1,tRNA isopentenyltransferase 1,Enzyme,73,0.621,0.692,0.000000000040895,0.01,,1,1,0,2005,2005
Alzheimer's Disease,C0002395,DYM,54808,Q7RTS9,dymeclin,,155,0.563,0.769,0.00000000000035939,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,NDE1,54820,Q9NXR1,nudE neurodevelopment protein 1,,92,0.608,0.462,0.0066921,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,PGPEP1,54858,Q9NXJ5,pyroglutamyl-peptidase I,Enzyme,116,0.581,0.769,0.0084969,0.01,,1,1,0,1999,1999
Alzheimer's Disease,C0002395,QRICH1,54870,Q2TAL8,glutamine rich 1,Enzyme modulator,60,0.716,0.423,0.99576,0.01,,1,1,0,2007,2007
Alzheimer's Disease,C0002395,CASZ1,54897,Q86V15,castor zinc finger 1,Transcription factor,132,0.553,0.731,1,0.01,,1,1,0,2010,2010
Alzheimer's Disease,C0002395,FOCAD,54914,Q5VW36,focadhesin,,15,0.769,0.192,0.00000000000000000000000000000000000072122,0.01,,1,1,0,2012,2012
Alzheimer's Disease,C0002395,PPL,5493,O60437,periplakin,Cellular structure,50,0.666,0.538,0.0000000000000000000000000000000000000000015145,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,TESC,54997,Q96BS2,tescalcin,,97,0.57,0.692,0.10778,0.01,,0,1,0,2006,2006
Alzheimer's Disease,C0002395,PPP1CB,5500,P62140,protein phosphatase 1 catalytic subunit beta,Enzyme,105,0.601,0.577,0.99912,0.01,,1,1,0,2002,2002
Alzheimer's Disease,C0002395,TAPBPL,55080,Q9BX59,TAP binding protein like,Receptor,8,0.861,0.154,0.00000000023058,0.01,,1,1,1,2008,2008
Alzheimer's Disease,C0002395,SLC6A15,55117,Q9H2J7,solute carrier family 6 member 15,Transporter,13,0.78,0.269,0.00060384,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,MSTO1,55154,Q9BUK6,misato mitochondrial distribution and morphology regulator 1,,124,0.582,0.692,0.0000000016182,0.01,,1,1,0,2016,2016
Alzheimer's Disease,C0002395,PPP2R1A,5518,P30153,protein phosphatase 2 scaffold subunit Aalpha,Enzyme,104,0.588,0.577,0.98389,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,NUDT11,55190,Q96G61,nudix hydrolase 11,Enzyme,37,0.647,0.615,0.10316,0.01,,1,1,0,2013,2013
Alzheimer's Disease,C0002395,NAT10,55226,Q9H0A0,N-acetyltransferase 10,,133,0.536,0.769,0.00000000000000000000041206,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,SLC47A1,55244,Q96FL8,solute carrier family 47 member 1,Transporter,28,0.729,0.462,0.000000000000019605,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,PPP2R5E,5529,Q16537,protein phosphatase 2 regulatory subunit B'epsilon,Enzyme,33,0.691,0.423,0.99997,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,FBXW7,55294,Q969H0,F-box and WD repeat domain containing 7,Enzyme modulator,257,0.465,0.808,0.99949,0.01,,1,1,0,2004,2004
Alzheimer's Disease,C0002395,PPT1,5538,P50897,palmitoyl-protein thioesterase 1,Enzyme,112,0.593,0.808,0.00004862,0.01,,1,1,0,2012,2012
Alzheimer's Disease,C0002395,MEG3,55384,,maternally expressed 3,,239,0.471,0.846,,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,AVPR2,554,P30518,arginine vasopressin receptor 2,G-protein coupled receptor,134,0.568,0.769,0.55589,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,DNM1P33,554175,,dynamin 1 pseudogene 33,,3,0.931,0.115,,0.01,,1,1,0,2016,2016
Alzheimer's Disease,C0002395,PRB1,5542,P04280,proline rich protein BstNI subfamily 1 (gene/pseudogene),,54,0.621,0.692,0.000000000083839,0.01,,1,1,0,1989,1989
Alzheimer's Disease,C0002395,MIR429,554210,,microRNA 429,,117,0.544,0.731,,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,H4C15,554313,P62805,H4 clustered histone 15,,121,0.541,0.692,,0.01,,1,1,0,2015,2015
Alzheimer's Disease,C0002395,SMPD3,55512,Q9NY59,sphingomyelin phosphodiesterase 3,,50,0.659,0.615,0.59429,0.01,,1,1,0,2016,2016
Alzheimer's Disease,C0002395,PRG2,5553,P13727,"proteoglycan 2, pro eosinophil major basic protein",Enzyme modulator,36,0.678,0.538,0.00019062,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,SLC30A10,55532,Q6XR72,solute carrier family 30 member 10,Transporter,120,0.578,0.654,0.97952,0.01,,1,1,0,2013,2013
Alzheimer's Disease,C0002395,SOX6,55553,P35712,SRY-box transcription factor 6,,105,0.578,0.615,0.99984,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,OTUB1,55611,Q96FW1,"OTU deubiquitinase, ubiquitin aldehyde binding 1",Enzyme,38,0.67,0.423,0.97107,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,PRKACA,5566,P17612,protein kinase cAMP-activated catalytic subunit alpha,Kinase,88,0.606,0.692,0.97142,0.01,,1,1,0,2007,2007
Alzheimer's Disease,C0002395,PRKACB,5567,P22694,protein kinase cAMP-activated catalytic subunit beta,Kinase,33,0.67,0.577,0.35122,0.01,,1,1,0,2011,2011
Alzheimer's Disease,C0002395,PPP4R3A,55671,Q6IN85,protein phosphatase 4 regulatory subunit 3A,,6,0.931,0.077,0.99992,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,VAC14,55697,Q08AM6,VAC14 component of PIKFYVE complex,Receptor,140,0.588,0.731,0.18554,0.01,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,IPO9,55705,Q96P70,importin 9,Enzyme modulator,14,0.78,0.192,0.9999,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,ATF7IP,55729,Q6VMQ6,activating transcription factor 7 interacting protein,,145,0.543,0.769,0.99993,0.01,,1,1,0,2013,2013
Alzheimer's Disease,C0002395,PRKAR1B,5575,P31321,protein kinase cAMP-dependent type I regulatory subunit beta,,45,0.716,0.385,0.17935,0.01,,1,1,0,2014,2014
Alzheimer's Disease,C0002395,OGDHL,55753,Q9ULD0,oxoglutarate dehydrogenase like,,18,0.76,0.308,0.00000000096942,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,CDK5RAP2,55755,Q96SN8,CDK5 regulatory subunit associated protein 2,,42,0.682,0.577,0.000000000000000000000046171,0.01,,1,1,1,2018,2018
Alzheimer's Disease,C0002395,INAVA,55765,Q3KP66,innate immunity activator,,18,0.743,0.346,0.00022109,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,TDP1,55775,Q9NUW8,tyrosyl-DNA phosphodiesterase 1,Enzyme,70,0.612,0.538,0.000000000000000012652,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,ZNF415,55786,Q09FC8,zinc finger protein 415,,34,0.711,0.346,0.21655,0.01,,1,1,0,2012,2012
Alzheimer's Disease,C0002395,PRKCD,5580,Q05655,protein kinase C delta,Kinase,287,0.48,0.846,0.99995,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,PRKCE,5581,Q02156,protein kinase C epsilon,Kinase,112,0.597,0.692,0.99988,0.01,,1,1,0,2015,2015
Alzheimer's Disease,C0002395,ADCY10,55811,Q96PN6,adenylate cyclase 10,,48,0.663,0.654,0.000000000000000000000000000000000000000073834,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,SELENOS,55829,Q9BQE4,selenoprotein S,,55,0.628,0.615,0.0000000014301,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,USE1,55850,Q9NZ43,unconventional SNARE in the ER 1,,89,0.592,0.769,0.000020712,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,ACSS2,55902,Q9NR19,acyl-CoA synthetase short chain family member 2,Enzyme,188,0.506,0.808,0.00000000000011443,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,MYO5C,55930,Q9NQX4,myosin VC,Cellular structure,15,0.805,0.231,0.00000000000000000000000000000000000078146,0.01,,1,1,0,2014,2014
Alzheimer's Disease,C0002395,APOM,55937,O95445,apolipoprotein M,,82,0.59,0.769,0.00095567,0.01,,1,1,0,2004,2004
Alzheimer's Disease,C0002395,CFC1,55997,P0CG37,"cripto, FRL-1, cryptic family 1",Calcium-binding protein,73,0.588,0.577,0.10509,0.01,,1,1,0,2010,2010
Alzheimer's Disease,C0002395,MAP2K3,5606,P46734,mitogen-activated protein kinase kinase 3,Kinase,60,0.619,0.615,0.022009,0.01,,1,1,1,2018,2018
Alzheimer's Disease,C0002395,PROC,5624,P04070,"protein C, inactivator of coagulation factors Va and VIIIa",Enzyme,200,0.504,0.808,0.000019118,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,ZNF253,56242,O75346,zinc finger protein 253,,21,0.736,0.346,0.0032064,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,KIAA1217,56243,Q5T5P2,KIAA1217,,19,0.769,0.308,0.00023185,0.01,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,BTNL2,56244,Q9UIR0,butyrophilin like 2,Enzyme modulator,145,0.546,0.808,0.000000000085607,0.01,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,PROS2P,5628,,protein S (beta) pseudogene,,12,0.78,0.192,,0.01,,1,1,0,2013,2013
Alzheimer's Disease,C0002395,GKN1,56287,Q9NS71,gastrokine 1,,55,0.628,0.615,0.0000011309,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,PARD3,56288,Q8TEW0,par-3 family cell polarity regulator,,68,0.608,0.615,0.95577,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,PRS,5640,,Prieto X-linked mental retardation syndrome,,42,0.663,0.615,,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,KLK7,5650,P49862,kallikrein related peptidase 7,Enzyme,62,0.61,0.615,0.0006467,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,KLK10,5655,O43240,kallikrein related peptidase 10,Enzyme,70,0.608,0.538,0.00000043662,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,BARHL1,56751,Q9BZE3,BarH like homeobox 1,Transcription factor,8,0.805,0.308,0.14582,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,DPYSL5,56896,Q9BPU6,dihydropyrimidinase like 5,Enzyme,57,0.644,0.5,0.99991,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,ANKS1B,56899,Q7Z6G8,ankyrin repeat and sterile alpha motif domain containing 1B,Receptor,43,0.686,0.423,0.99998,0.01,,1,1,0,2004,2004
Alzheimer's Disease,C0002395,PSMB2,5690,P49721,proteasome 20S subunit beta 2,,8,0.821,0.269,0.91397,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,MCCC1,56922,Q96RQ3,methylcrotonoyl-CoA carboxylase 1,Enzyme,42,0.7,0.308,0.0000000000040152,0.01,,1,1,1,2017,2017
Alzheimer's Disease,C0002395,SPPL2B,56928,Q8TCT7,signal peptide peptidase like 2B,Enzyme,5,0.861,0.192,,0.01,,1,1,0,2014,2014
Alzheimer's Disease,C0002395,ARNTL2,56938,Q8WYA1,aryl hydrocarbon receptor nuclear translocator like 2,Transcription factor,41,0.644,0.654,0.00000000060435,0.01,,1,1,1,2014,2014
Alzheimer's Disease,C0002395,DUSP22,56940,Q9NRW4,dual specificity phosphatase 22,,40,0.659,0.615,0.0093421,0.01,,1,1,0,2014,2014
Alzheimer's Disease,C0002395,MFF,56947,Q9GZY8,mitochondrial fission factor,,44,0.705,0.462,0.065397,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,XAB2,56949,Q9HCS7,XPA binding protein 2,Nucleic acid binding,15,0.743,0.308,0.97281,0.01,,1,1,0,2009,2009
Alzheimer's Disease,C0002395,TWSG1,57045,Q9GZX9,twisted gastrulation BMP signaling modulator 1,,57,0.621,0.692,0.0061123,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,PSMD2,5708,Q13200,"proteasome 26S subunit, non-ATPase 2",Enzyme modulator,64,0.612,0.692,1,0.01,,1,1,0,1999,1999
Alzheimer's Disease,C0002395,PSMD3,5709,O43242,"proteasome 26S subunit, non-ATPase 3",Enzyme modulator,18,0.751,0.462,0.99997,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,TIGAR,57103,Q9NQ88,TP53 induced glycolysis regulatory phosphatase,,71,0.599,0.692,0.7348,0.01,,1,1,0,2013,2013
Alzheimer's Disease,C0002395,PLAAT1,57110,Q9HDD0,phospholipase A and acyltransferase 1,,21,0.711,0.462,0.00025029,0.01,,1,1,0,2010,2010
Alzheimer's Disease,C0002395,CAMK1D,57118,Q8IU85,calcium/calmodulin dependent protein kinase ID,Kinase,28,0.743,0.423,0.9962,0.01,,1,1,0,2014,2014
Alzheimer's Disease,C0002395,CD177,57126,Q8N6Q3,CD177 molecule,,75,0.595,0.654,,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,PSMD7,5713,P51665,"proteasome 26S subunit, non-ATPase 7",Enzyme,114,0.551,0.692,0.26367,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,APMAP,57136,Q9HDC9,adipocyte plasma membrane associated protein,,12,0.805,0.231,0.000000000093261,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,RTN4,57142,Q9NQC3,reticulon 4,,71,0.621,0.692,0.45318,0.01,,1,1,0,2006,2006
Alzheimer's Disease,C0002395,TMEM159,57146,Q96B96,transmembrane protein 159,,5,0.89,0.077,0.0034061,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,PSMD9,5715,O00233,"proteasome 26S subunit, non-ATPase 9",Enzyme modulator,344,0.435,0.846,0.0000048603,0.01,,1,1,0,2008,2008
Alzheimer's Disease,C0002395,PELI1,57162,Q96FA3,pellino E3 ubiquitin protein ligase 1,,74,0.603,0.731,0.39038,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,TTC7A,57217,Q9ULT0,tetratricopeptide repeat domain 7A,,59,0.641,0.577,0.00000000000000000000000000000015359,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,PTCH1,5727,Q13635,patched 1,,604,0.398,0.885,1,0.01,,1,1,0,2014,2014
Alzheimer's Disease,C0002395,PTGDR,5729,Q13258,prostaglandin D2 receptor,G-protein coupled receptor,45,0.65,0.615,0.00000358,0.01,,1,1,0,2007,2007
Alzheimer's Disease,C0002395,PTGER1,5731,P34995,prostaglandin E receptor 1,G-protein coupled receptor,44,0.674,0.538,0.00097345,0.01,,1,1,0,2012,2012
Alzheimer's Disease,C0002395,PTGER2,5732,P43116,prostaglandin E receptor 2,G-protein coupled receptor,79,0.597,0.731,0.0074901,0.01,,1,1,0,2005,2005
Alzheimer's Disease,C0002395,MIR431,574038,,microRNA 431,,53,0.621,0.577,,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,HNP1,574045,,Hypertensive nephropathy,,51,0.638,0.654,,0.01,,1,1,0,2016,2016
Alzheimer's Disease,C0002395,SPC25,57405,Q9HBM1,SPC25 component of NDC80 kinetochore complex,,40,0.729,0.346,0.025506,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,SLC24A3,57419,Q9HC58,solute carrier family 24 member 3,Transporter,34,0.7,0.423,0.87946,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,MIR409,574413,,microRNA 409,,88,0.57,0.731,,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,MIR485,574436,,microRNA 485,,70,0.593,0.731,,0.01,,1,1,0,2010,2010
Alzheimer's Disease,C0002395,MIR497,574456,,microRNA 497,,116,0.539,0.808,,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,PLEKHG5,57449,O94827,pleckstrin homology and RhoGEF domain containing G5,,50,0.674,0.385,0.0000033605,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,MIR501,574503,,microRNA 501,,38,0.663,0.462,,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,AMIGO1,57463,Q86WK6,adhesion molecule with Ig like domain 1,,5,0.931,0.077,0.98411,0.01,,1,1,0,2010,2010
Alzheimer's Disease,C0002395,NLN,57486,Q9BYT8,neurolysin,Enzyme,74,0.597,0.731,0.0000000000039148,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,ZNF608,57507,Q9ULD9,zinc finger protein 608,,9,0.821,0.346,0.99999,0.01,,1,1,0,2014,2014
Alzheimer's Disease,C0002395,MTUS1,57509,Q9ULD2,microtubule associated scaffold protein 1,,56,0.626,0.577,0.00000000003579,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,XPO5,57510,Q9HAV4,exportin 5,Receptor,57,0.623,0.654,0.99971,0.01,,1,1,0,2018,2018
Alzheimer's Disease,C0002395,HECW2,57520,Q9P2P5,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",Enzyme,42,0.705,0.423,0.9997,0.01,,1,1,0,2011,2011
Alzheimer's Disease,C0002395,NUFIP2,57532,Q7Z417,nuclear FMR1 interacting protein 2,,58,0.641,0.577,0.99891,0.01,,1,1,0,2016,2016
Alzheimer's Disease,C0002395,SORCS2,57537,Q96PQ0,sortilin related VPS10 domain containing receptor 2,Transporter,19,0.743,0.346,0.0031696,0.01,,1,1,0,2013,2013
Alzheimer's Disease,C0002395,KIF17,57576,Q9P2E2,kinesin family member 17,Cellular structure,11,0.792,0.346,0.0000000000000000037556,0.01,,1,1,0,2020,2020
Alzheimer's Disease,C0002395,WDR48,57599,Q8TAF3,WD repeat domain 48,,57,0.628,0.615,0.99985,0.01,,1,1,0,1998,1998
Alzheimer's Disease,C0002395,PTN,5764,P21246,pleiotrophin,Signaling,164,0.515,0.808,0.0075073,0.01,,1,1,0,2017,2017
Alzheimer's Disease,C0002395,HCN3,57657,Q9P1Z3,hyperpolarization activated cyclic nucleotide gated potassium channel 3,Ion channel,15,0.792,0.308,0.000025694,0.01,,1,1,0,2019,2019
Alzheimer's Disease,C0002395,ZBTB4,57659,Q9P1Z0,zinc finger and BTB domain containing 4,Transcription factor,18,0.78,0.269,0.99991,0.01,,1,1,0,2018,2018
